id_desa,nama_desa,id_kecamatan,id_kabupaten
841,KEDALOMAN,151,10
842,KEDAMAIAN,154,10
843,KEDAMAIAN,207,14
844,KEDATON,19,2
845,KEDATON,63,4
846,KEDATON,91,5
847,KEDATON,197,13
848,KEDATON,208,14
849,KEDATON I,63,4
850,KEDATON II,63,4
851,KEDATUAN,38,3
852,KEDAUNG,28,2
853,KEDAUNG,143,9
854,KEDAUNG,209,14
855,KEDIRI,140,9
856,KEDONDONG,116,7
857,KEDUNG RINGIN,75,4
858,KEGERINGAN,4,1
859,KEJADIAN,6,1
860,KEJADIAN,114,6
861,KEJADIAN,121,7
862,KEJADIAN,165,10
863,KEJADIAN LOM,149,10
864,KEJAYAAN,163,10
865,KEKATANG,117,7
866,KEKATUNG,169,11
867,KEKILING,25,2
868,KELAPA TIGA,218,14
869,KELAPA TIGA PERMAI,217,14
870,KELAPA TUJUH,99,5
871,KELATEN,25,2
872,KELAU,25,2
873,KELAWI,16,2
874,KELUNGU,154,10
875,KEMALA RAJA,107,5
876,KEMALO ABUNG,88,5
877,KEMBAHANG,4,1
878,KEMBANG GADING,88,5
879,KEMBANG TANJUNG,88,5
880,KEMILIN,142,9
881,KEMILING PERMAI,209,14
882,KEMILING RAYA,209,14
883,KEMU,191,13
884,KEMUKUS,21,2
885,KEMUNING,160,10
886,KENALI,6,1
887,KENANGA SARI,55,3
888,KEPUTRAN,145,9
889,KERANG,4,1
890,KERBANG DALAM,134,8
891,KERBANG LANGGAR,134,8
892,KERINJING,26,2
893,KERTASANA,116,7
894,KERTOSARI,30,2
895,KESUGIHAN,19,2
896,KESUGIHAN,155,10
897,KESUMA JAYA,38,3
898,KESUMADADI,38,3
899,KETAPANG,21,2
900,KETAPANG,104,5
901,KETAPANG,157,10
902,KETAPANG,212,14
903,KETAPANG KUALA,212,14
904,KETEGUHAN,222,14
905,KHEPONG JAYA,119,7
906,KIBANG,74,4
907,KIBANG BUDI JAYA,184,12
908,KIBANG MULYA JAYA,184,12
909,KIBANG PACING,174,11
910,KIBANG TRI JAYA,184,12
911,KIBANG YEKTI JAYA,184,12
912,KILING-KILING,200,13
913,KILUAN NEGERI,152,10
914,KINCIRAN,91,5
915,KISTANG,85,5
916,KLATEN,140,9
917,KOMERING AGUNG,41,3
918,KOMERING PUTIH,41,3
919,KORPRI JAYA,215,14
920,KORPRI RAYA,215,14
921,KOTA AGUNG,104,5
922,KOTA AGUNG,121,7
923,KOTA AGUNG,154,10
924,KOTA ALAM,99,5
925,KOTA BARU,44,3
926,KOTA BARU,199,13
927,KOTA BARU,219,14
928,KOTA BATU,45,3
929,KOTA BATU,131,8
930,KOTA BATU,154,10
931,KOTA BESI,4,1
932,KOTA DALAM,27,2
933,KOTA GAJAH,43,3
934,KOTA GAJAH TIMUR,43,3
935,KOTA GAPURA,98,5
936,KOTA GURING,26,2
937,KOTA JAWA,120,7
938,KOTA JAWA,124,7
939,KOTA JAWA,126,8
940,KOTA JAWA,198,13
941,KOTA KARANG,134,8
942,KOTA KARANG,222,14
943,KOTA KARANG RAYA,222,14
944,KOTA NAPAL,96,5
945,KOTA NEGARA,106,5
946,KOTA NEGARA ILIR,106,5
947,KOTA RAMAN,78,4
948,KOTA SEPANG,210,14
949,KOTA WAY,197,13
950,KOTABUMI ILIR,98,5
951,KOTABUMI PASAR,98,5
952,KOTABUMI TENGAH,98,5
953,KOTABUMI TENGAH BARAT,98,5
954,KOTABUMI UDIK,98,5
955,KOTABUMI WAY KANAN,199,13
956,KRAWANGSARI,23,2
957,KRESNO WIDODO,121,7
958,KRESNOMULYO,138,9
959,KRESNOMULYO BARAT,138,9
960,KUALA SEKAMPUNG,28,2
961,KUALA TELADAS,169,11
962,KUBU BATU,124,7
963,KUBU HITU,102,5
964,KUBULANGKA,149,10
965,KUBULIKU JAYA,5,1
966,KUBUPERAHU,2,1
967,KUNJIR,26,2
968,KUNYAIAN,117,7
969,KUNYAYAN,165,10
970,KUPANG KOTA,223,14
971,KUPANG RAYA,223,14
972,KUPANG TEBA,223,14
973,KURIPAN,25,2
974,KURIPAN,44,3
975,KURIPAN,134,8
976,KURIPAN,154,10
977,KURIPAN,157,10
978,KURIPAN,220,14
979,KURUNGAN NYAWA,115,7
980,KUSA,154,10
981,KUTA DALOM,123,7
982,KUTA DALOM,150,10
983,KUTAKAKHANG,149,10
984,KUTAWARINGIN,137,9
985,KUTOARJO,115,7
986,KUTOWINANGUN,50,3
987,LAAY,127,8
988,LABUHAN,135,8
989,LABUHAN BARU,114,6
990,LABUHAN BATIN,114,6
991,LABUHAN DALAM,216,14
992,LABUHAN JAYA,196,13
993,LABUHAN MAKMUR,114,6
994,LABUHAN MANDI,136,8
995,LABUHAN MARINGGAI,68,4
996,LABUHAN MULYA,114,6
997,LABUHAN PERMAI,114,6
998,LABUHAN RATU,69,4
999,LABUHAN RATU,75,4
1000,LABUHAN RATU,210,14
1001,LABUHAN RATU BARU,84,4
1002,LABUHAN RATU DANAU,84,4
1003,LABUHAN RATU I,84,4
1004,LABUHAN RATU II,84,4
1005,LABUHAN RATU III,69,4
1006,LABUHAN RATU IV,69,4
1007,LABUHAN RATU IX,69,4
1008,LABUHAN RATU KAMPUNG,104,5
1009,LABUHAN RATU PASAR,104,5
1010,LABUHAN RATU RAYA,210,14
1011,LABUHAN RATU V,69,4
1012,LABUHAN RATU VI,69,4
1013,LABUHAN RATU VII,69,4
1014,LABUHAN RATU VIII,69,4
1015,LAKARAN,165,10
1016,LANDBAW,150,10
1017,LANGKAPURA,211,14
1018,LANGKAPURA BARU,211,14
1019,LEBAK PENIANGAN,202,13
1020,LEBUH DALAM,174,11
1021,LEBUNG LAWE,194,13
1022,LEBUNG NALA,21,2
1023,LEBUNG SARI,22,2
1024,LEGUNDI,21,2
1025,LEHAN,65,4
1026,LEMAN BENAWI,58,3
1027,LEMATANG,29,2
1028,LEMBASUNG,193,13
1029,LEMONG,129,8
1030,LEMPUYANG BANDAR,59,3
1031,LENGKUKAI,153,10
1032,LEPANG BESAR,85,5
1033,LEPANG TENGAH,103,5
1034,LESUNG BHAKTI JAYA,184,12
1035,LINGAI,174,11
1036,LINGGAPURA,49,3
1037,LINTIK,128,8
1038,LOMBOK,9,1
1039,LOMBOK SELATAN,9,1
1040,LOMBOK TIMUR,9,1
1041,LUAS,5,1
1042,LUBUK RUKAM,97,5
1043,LUGUSARI,141,9
1044,LUMBIREJO,118,7
1045,MADA JAYA,124,7
1046,MADANG JAYA,202,13
1047,MADARAYA,142,9
1048,MADUKORO,100,5
1049,MADUKORO BARU,100,5
1050,MAHABANG,169,11
1051,MAJA,19,2
1052,MAJA,117,7
1053,MAJA,155,10
1054,MAKARTI,188,12
1055,MAKARTITAMA,171,11
1056,MALANGSARI,30,2
1057,MALAYA,129,8
1058,MANDAH,23,2
1059,MANDALA SARI,28,2
1060,MANDALA SARI,72,4
1061,MANDIRI SEJATI,128,8
1062,MANGARAI,1,1
1063,MARANG,132,8
1064,MARGA AGUNG,18,2
1065,MARGA BATIN,83,4
1066,MARGA JASA,28,2
1067,MARGA JAYA,10,1
1068,MARGA JAYA,49,3
1069,MARGA JAYA,74,4
1070,MARGA JAYA,175,11
1071,MARGA JAYA,182,12
1072,MARGA JAYA,198,13
1073,MARGA JAYA INDAH,185,12
1074,MARGA KAYA,18,2
1075,MARGA KENCANA,187,12
1076,MARGA MULYA,65,4
1077,MARGA MULYA,153,10
1078,MARGACATUR,19,2
1079,MARGAKAYA,144,9
1080,MARGASARI,28,2
1081,MARGASARI,68,4
1082,MARGASARI,74,4
1083,MARGO BHAKTI,114,6
1084,MARGO DADI,181,12
1085,MARGO DADI,188,12
1086,MARGO JADI,109,6
1087,MARGO JAYA,109,6
1088,MARGO LESTARI,18,2
1089,MARGO MAKMUR,112,6
1090,MARGO MULYA,181,12
1091,MARGO MULYO,18,2
1092,MARGO MULYO,109,6
1093,MARGO MULYO,188,12
1094,MARGO RAHAYU,112,6
1095,MARGO SARI,181,12
1096,MARGODADI,18,2
1097,MARGODADI,123,7
1098,MARGODADI,138,9
1099,MARGODADI,162,10
1100,MARGODADI,227,15
1101,MARGOMULYO,121,7
1102,MARGOMULYO,146,10
1103,MARGOMULYO,161,10
1104,MARGOREJO,18,2
1105,MARGOREJO,44,3
1106,MARGOREJO,100,5
1107,MARGOREJO,121,7
1108,MARGOREJO,227,15
1109,MARGOSARI,142,9
1110,MARGOTOTO,74,4
1111,MARGOYOSO,162,10
1112,MARINGGAI,68,4
1113,MARTANDA,158,10
1114,MATARAM,140,9
1115,MATARAM BARU,72,4
1116,MATARAM ILIR,55,3
1117,MATARAM JAYA,35,3
1118,MATARAM MARGA,81,4
1119,MATARAM UDIK,35,3
1120,MEDASARI,178,11
1121,MEKAR ASRI,171,11
1122,MEKAR ASRI,192,13
1123,MEKAR HARJO,49,3
1124,MEKAR INDAH JAYA,167,11
1125,MEKAR JAYA,22,2
1126,MEKAR JAYA,37,3
1127,MEKAR JAYA,47,3
1128,MEKAR JAYA,61,4
1129,MEKAR JAYA,107,5
1130,MEKAR JAYA,113,6
1131,MEKAR JAYA,167,11
1132,MEKAR JAYA,168,11
1133,MEKAR JAYA,182,12
1134,MEKAR JAYA,190,13
1135,MEKAR KARYA,83,4
1136,MEKAR MULYA,24,2
1137,MEKAR MULYO,79,4
1138,MEKAR SARI,10,1
1139,MEKAR SARI,32,2
1140,MEKAR SARI,75,4
1141,MEKAR SARI,79,4
1142,MEKAR SARI,105,5
1143,MEKAR SARI,113,6
1144,MEKAR SARI JAYA,184,12
1145,MEKARJAYA,7,1
1146,MEKARJAYA,67,4
1147,MEKARMUKTI,79,4
1148,MELUNGUN RATU,105,5
1149,MENANGA JAYA,191,13
1150,MENANGA SIAMANG,191,13
1151,MENGANDUNG SARI,80,4
1152,MENGGALA,156,10
1153,MENGGALA,174,11
1154,MENGGALA KOTA,173,11
1155,MENGGALA MAS,186,12
1156,MENGGALA SELATAN,173,11
1157,MENGGALA TENGAH,173,11
1158,MENYANCANG,127,8
1159,MERAK BATIN,23,2
1160,MERAK BELATUNG,19,2
1161,MERAMBUNG,107,5
1162,MERBAU,153,10
1163,MERBAU MATARAM,22,2
1164,MERCU BUANA,189,12
1165,MESIR DWI JAYA,171,11
1166,MESIR ILIR,190,13
1167,MESIR UDIK,190,13
1168,METRO,226,15
1169,MOJOKERTO,44,3
1170,MOJOPAHIT,46,3
1171,MORIS JAYA,166,11
1172,MRANGGI JAYA,47,3
1173,MUARA AMAN,95,5
1174,MUARA ASRI,109,6
1175,MUARA BARU,8,1
1176,MUARA DUA,93,5
1177,MUARA DUA,160,10
1178,MUARA DUA ULU BELU,164,10
1179,MUARA GADING MAS,68,4
1180,MUARA JAYA,81,4
1181,MUARA JAYA I,8,1
1182,MUARA JAYA II,8,1
1183,MUARA MAS,109,6
1184,MUARA PUTIH,23,2
1185,MUARA TEMBULIH,130,8
1186,MUARA TENANG,113,6
1187,MUARA TENANG TIMUR,113,6
1188,MUJI RAHAYU,51,3
1189,MUKTI JAYA,113,6
1190,MUKTI KARYA,110,6
1191,MULANG MAYA,99,5
1192,MULANG MAYA,131,8
1193,MULANG MAYA,156,10
1194,MULYA AGUNG,112,6
1195,MULYA AGUNG,199,13
1196,MULYA JAYA,182,12
1197,MULYA JAYA,186,12
1198,MULYA JAYA,202,13
1199,MULYA KENCANA,186,12
1200,MULYA SARI,182,12
1201,MULYA SARI,199,13
1202,MULYASARI,108,6
1203,MULYO AJI,175,11
1204,MULYO ASRI,65,4
1205,MULYO ASRI,186,12
1206,MULYO DADI,180,11
1207,MULYO HAJI,34,3
1208,MULYO HARJO,195,13
1209,MULYO JADI,183,12
1210,MULYO REJO I,96,5
1211,MULYO REJO II,96,5
1212,MULYO SARI,75,4
1213,MULYO SARI,181,12
1214,MULYOJATI,225,15
1215,MULYOREJO,139,9
1216,MULYOSARI,30,2
1217,MULYOSARI,125,7
1218,MULYOSARI,225,15
1219,MUMBANG JAYA,67,4
1220,MUNCA,122,7
1221,MUNJUK SAMPURNA,19,2
1222,MURNI JAYA,188,12
1223,MUTAR ALAM,15,1
1224,NABANG BARU,71,4
1225,NAMBAH DADI,56,3
1226,NAMBAH REJO,43,3
1227,NAMPI REJO,62,4
1228,NAPAL,148,10
1229,NAPAL,152,10
1230,NATAR,23,2
1231,NEGARA AGUNG,103,5
1232,NEGARA AJI BARU,34,3
1233,NEGARA AJI TUA,34,3
1234,NEGARA BATIN,67,4
1235,NEGARA BATIN,106,5
1236,NEGARA BATIN,155,10
1237,NEGARA BATIN,198,13
1238,NEGARA BATIN II,106,5
1239,NEGARA BESAR,200,13
1240,NEGARA BUMI,105,5
1241,NEGARA BUMI ILIR,34,3
1242,NEGARA BUMI UDIK,34,3
1243,NEGARA HARJA,201,13
1244,NEGARA JAYA,200,13
1245,NEGARA MULYA,198,13
1246,NEGARA NABUNG,81,4
1247,NEGARA RATU,23,2
1248,NEGARA RATU,63,4
1249,NEGARA RATU,106,5
1250,NEGARA RATU,201,13
1251,NEGARA RATU WATES,121,7
1252,NEGARA SAKA,67,4
1253,NEGARA SAKA,118,7
1254,NEGARA SAKTI,201,13
1255,NEGARA TAMA,201,13
1256,NEGARA TULANG BAWANG,96,5
1257,NEGERA KEMAKMURAN,97,5
1258,NEGERI AGUNG,49,3
1259,NEGERI AGUNG,66,4
1260,NEGERI AGUNG,71,4
1261,NEGERI AGUNG,147,10
1262,NEGERI AGUNG,163,10
1263,NEGERI AGUNG,199,13
1264,NEGERI BARU,203,13
1265,NEGERI BATIN,203,13
1266,NEGERI BATIN JAYA,102,5
1267,NEGERI BUMI PUTRA,203,13
1268,NEGERI CAMPANG JAYA,105,5
1269,NEGERI GALIH REJO,105,5
1270,NEGERI JAYA,3,1
1271,NEGERI JAYA,49,3
1272,NEGERI JAYA,200,13
1273,NEGERI JEMANTEN,71,4
1274,NEGERI KASIH,200,13
1275,NEGERI KATON,49,3
1276,NEGERI KATON,71,4
1277,NEGERI KATON,118,7
1278,NEGERI KELUMBAYAN,152,10
1279,NEGERI KEPAYUNGAN,45,3
1280,NEGERI MULYO,196,13
1281,NEGERI NGARIP,165,10
1282,NEGERI OLOK GADING,220,14
1283,NEGERI PANDAN,19,2
1284,NEGERI RATU,4,1
1285,NEGERI RATU,101,5
1286,NEGERI RATU,106,5
1287,NEGERI RATU,134,8
1288,NEGERI RATU,154,10
1289,NEGERI RATU,159,10
1290,NEGERI RATU NGAMBUR,130,8
1291,NEGERI RATU NGARAS,131,8
1292,NEGERI RATU TENUMBANG,132,8
1293,NEGERI SAKTI,102,5
1294,NEGERI SAKTI,106,5
1295,NEGERI SAKTI,115,7
1296,NEGERI SUNGKAI,196,13
1297,NEGERI TUA,71,4
1298,NEGERI UJAN MAS,196,13
1299,NEGERI UJUNG KARANG,101,5
1300,NEGERI ULANGAN JAYA,118,7
1301,NEGLASARI,20,2
1302,NEGLASARI,91,5
1303,NEGLASARI,142,9
1304,NEGRI RATU,45,3
1305,NEKI,191,13
1306,NGARIP,164,10
1307,NGESTI KARYA,83,4
1308,NGESTI RAHAYU,46,3
1309,NIBUNG,66,4
1310,NIPAH KUNING,108,6
1311,NOTOHARJO,58,3
1312,NUAR MAJU,194,13
1313,NUNGGAL REJO,46,3
1314,NUSANTARA PERMAI,214,14
1315,NUSAWUNGU,139,9
1316,NYAMPIR,65,4
1317,NYAPAH BANYU,87,5
1318,NYUKANG HARJO,49,3
1319,OGAN CAMPANG,87,5
1320,OGAN JAYA,87,5
1321,OGAN JAYA,106,5
1322,OGAN LIMA,85,5
1323,OJO LALI,203,13
1324,ONO HARJO,56,3
1325,PADAN,25,2
1326,PADANG ALAM,131,8
1327,PADANG CAHAYA,2,1
1328,PADANG CERMIN,119,7
1329,PADANG CERMIN,124,7
1330,PADANG DALOM,2,1
1331,PADANG HALUAN,128,8
1332,PADANG MANIS,123,7
1333,PADANG MANIS,165,10
1334,PADANG RATU,44,3
1335,PADANG RATU,106,5
1336,PADANG RATU,115,7
1337,PADANG RATU,157,10
1338,PADANG RATU,165,10
1339,PADANG RAYA,128,8
1340,PADANG REJO,45,3
1341,PADANG RINDU,134,8
1342,PADANG TAMBAK,15,1
1343,PADANGREJO,141,9
1344,PADUAN RAJAWALI,175,11
1345,PAGAR,94,5
1346,PAGAR ALAM ULU BELU,164,10
1347,PAGAR BUANA,189,12
1348,PAGAR BUKIT,126,8
1349,PAGAR BUKIT INDUK,126,8
1350,PAGAR DALAM,129,8
1351,PAGAR DALAM,132,8
1352,PAGAR DEWA,10,1
1353,PAGAR DEWA,12,1
1354,PAGAR DEWA,185,12
1355,PAGAR DEWA SUKA MULYA,185,12
1356,PAGAR GADING,94,5
1357,PAGAR IMAN,200,13
1358,PAGAR JAYA,120,7
1359,PAGAR JAYA,184,12
1360,PAGELARAN,141,9
1361,PAGUYUBAN,123,7
1362,PAHAYU JAYA,10,1
1363,PAHMUNGAN,133,8
1364,PAHOMAN,206,14
1365,PAJAJARAN,155,10
1366,PAJAR AGUNG,6,1
1367,PAJAR BULAN,15,1
1368,PAJAR BULAN,136,8
1369,PAKU,152,10
1370,PAKU NEGARA,132,8
1371,PAKUAN AJI,81,4
1372,PAKUAN BARU,201,13
1373,PAKUAN RATU,201,13
1374,PAKUAN SAKTI,201,13
1375,PAKUON AGUNG,101,5
1376,PALAPA,218,14
1377,PALAS AJI,24,2
1378,PALAS JAYA,24,2
1379,PALAS PASEMAH,24,2
1380,PALEMBAPANG,19,2
1381,PAMENANG,141,9
1382,PAMPANG TANGGUK JAYA,105,5
1383,PAMPANGAN,11,1
1384,PAMPANGAN,115,7
1385,PAMPANGAN,149,10
1386,PAMULIHAN,32,2
1387,PANANGGUNGAN,154,10
1388,PANARAGAN,186,12
1389,PANARAGAN JAYA,186,12
1390,PANARAGAN JAYA INDAH,186,12
1391,PANARAGAN JAYA UTAMA,186,12
1392,PANCA BAKTI,121,7
1393,PANCA KARSA PURNA JAYA,167,11
1394,PANCA MARGA,181,12
1395,PANCA MULIA,167,11
1396,PANCA NEGERI,203,13
1397,PANCA TUNGGAL,22,2
1398,PANCA TUNGGAL JAYA,176,11
1399,PANCA WARNA,114,6
1400,PANCASILA,23,2
1401,PANCUR MAS,9,1
1402,PANDANSARI,145,9
1403,PANDANSARI SELATAN,145,9
1404,PANDANSURAT,145,9
1405,PANGGUNG JAYA,111,6
1406,PANGGUNG MULYO,180,11
1407,PANGGUNG REJO,111,6
1408,PANGGUNGREJO,145,9
1409,PANGGUNGREJO UTARA,145,9
1410,PANGKAL MAS,109,6
1411,PANGKAL MAS JAYA,109,6
1412,PANGKAL MAS MULYA,109,6
1413,PANJANG SELATAN,212,14
1414,PANJANG UTARA,212,14
1415,PANJEREJO,140,9
1416,PANUTAN,141,9
1417,PAPAN ASRI,89,5
1418,PAPAN REJO,92,5
1419,PARDAHAGA,129,8
1420,PARDASUKA,20,2
1421,PARDASUKA,131,8
1422,PARDASUKA,143,9
1423,PARDASUKA,154,10
1424,PARDASUKA,165,10
1425,PARDASUKA SELATAN,143,9
1426,PARDASUKA TIMUR,143,9
1427,PARDAWARAS,161,10
1428,PAREREJO,140,9
1429,PARIAMAN,151,10
1430,PARIAMAN,157,10
1431,PASAR BANJIT,191,13
1432,PASAR BARU,116,7
1433,PASAR BATANG,176,11
1434,PASAR KOTA KRUI,133,8
1435,PASAR KRUI,133,8
1436,PASAR LIWA,2,1
1437,PASAR MADANG,154,10
1438,PASAR PULAUPISANG,135,8
1439,PASAR SUKADANA,81,4
1440,PASIR GINTUNG,218,14
1441,PASIR SAKTI,75,4
1442,PASIR UKIR,141,9
1443,PASIRAN JAYA,169,11
1444,PASURUAN,25,2
1445,PATOMAN,141,9
1446,PAUH TANJUNG IMAN,19,2
1447,PAYA,119,7
1448,PAYUNG,155,10
1449,PAYUNG BATU,45,3
1450,PAYUNG DADI,45,3
1451,PAYUNG MAKMUR,45,3
1452,PAYUNG MULYA,45,3
1453,PAYUNG REJO,45,3
1454,PEJAMBON,118,7
1455,PEKALONGAN,76,4
1456,PEKANDANGAN,45,3
1457,PEKON AMPAI,117,7
1458,PEKON AMPAI,157,10
1459,PEKON BALAK,4,1
1460,PEKON BALAK,165,10
1461,PEKON LOK,135,8
1462,PEKON MON,130,8
1463,PEKON SUSUK,152,10
1464,PEKON UNGGAK,152,10
1465,PEKONDOH,123,7
1466,PEKONDOH,149,10
1467,PEKONDOH GEDUNG,123,7
1468,PEKURUN,87,5
1469,PEKURUN BARAT,91,5
1470,PEKURUN SELATAN,91,5
1471,PEKURUN TENGAH,87,5
1472,PEKURUN UDIK,87,5
1473,PEKURUN UTARA,91,5
1474,PELINDUNG JAYA,66,4
1475,PELITA,206,14
1476,PELITA JAYA,132,8
1477,PEMANCAR,134,8
1478,PEMANGGILAN,23,2
1479,PEMATANG,19,2
1480,PEMATANG BARU,24,2
1481,PEMATANG KASIH,85,5
1482,PEMATANG NEBAK,148,10
1483,PEMATANG PASIR,21,2
1484,PEMATANG TAHALO,67,4
1485,PEMATANG WANGI,216,14
1486,PEMERIHAN,126,8
1487,PEMERIHAN,128,8
1488,PEMPEN,66,4
1489,PENAGAN RATU,92,5
1490,PENANGGUNGAN,151,10
1491,PENANTIAN,160,10
1492,PENANTIAN ULU BELU,164,10
1493,PENAWAR,170,11
1494,PENAWAR BARU,170,11
1495,PENAWAR JAYA,168,11
1496,PENAWAR REJO,168,11
1497,PENDOWO ASRI,169,11
1498,PENENGAHAN,25,2
1499,PENENGAHAN,124,7
1500,PENENGAHAN,127,8
1501,PENENGAHAN,129,8
1502,PENENGAHAN,199,13
1503,PENENGAHAN,208,14
1504,PENENGAHAN RAYA,208,14
1505,PENGAJARAN,223,14
1506,PENGARINGAN,85,5
1507,PENGGAWA LIMA,136,8
1508,PENGGAWA LIMA ILIR,136,8
1509,PENGGAWA V TENGAH,127,8
1510,PENGGAWA V ULU,127,8
1511,PENIANGAN,70,4
1512,PENUMANGAN,186,12
1513,PENUMANGAN BARU,186,12
1514,PENYANDINGAN,117,7
1515,PENYANDINGAN,126,8
1516,PENYANDINGAN,152,10
1517,PERADUAN WARAS,92,5
1518,PERUMNAS WAY HALIM,224,14
1519,PERUMNAS WAY KANDIS,216,14
1520,PERWATA,222,14
1521,PESANGUN,158,10
1522,PESAWAHAN,221,14
1523,PESAWARAN INDAH,116,7
1524,PESAWARAN INDAH,125,7
1525,PETAY KAYU,164,10
1526,PIDADA,212,14
1527,PINANG JAYA,209,14
1528,PISANG,25,2
1529,PISANG BARU,195,13
1530,PISANG INDAH,195,13
1531,PODOMORO,144,9
1532,PODOSARI,144,9
1533,PONCO WARNO,42,3
1534,PONCOKRESNO,118,7
1535,PONCOREJO,125,7
1536,PONCOWATI,56,3
1537,PRIANGAN BARU,107,5
1538,PRINGSEWU BARAT,144,9
1539,PRINGSEWU SELATAN,144,9
1540,PRINGSEWU TIMUR,144,9
1541,PRINGSEWU UTARA,144,9
1542,PUGUNG RAHARJO,80,4
1543,PUJI RAHAYU,22,2
1544,PUJIHARJO,141,9
1545,PUJO BASUKI,58,3
1546,PUJOASRI,58,3
1547,PUJODADI,58,3
1548,PUJODADI,143,9
1549,PUJOKERTO,58,3
1550,PUJORAHAYU,118,7
1551,PULAU BATU,199,13
1552,PULAU BENAWANG,155,10
1553,PULAU JAYA,24,2
1554,PULAU LEGUNDI,120,7
1555,PULAU PAHAWANG,117,7
1556,PULAU PANGGUNG,93,5
1557,PULAU PANGGUNG,160,10
1558,PULAU TENGAH,24,2
1559,PULO GADUNG,177,11
1560,PULUNG KENCANA,186,12
1561,PUNGGUK LAMA,92,5
1562,PUNGKUT,159,10
1563,PUNJUL AGUNG,194,13
1564,PURA JAYA,8,1
1565,PURA MEKAR,7,1
1566,PURA WIWITAN,8,1
1567,PURALAKSANA,15,1
1568,PURBASAKTI,90,5
1569,PURBOSEMBODO,74,4
1570,PURNAMA TUNGGAL,59,3
1571,PURWA AGUNG,198,13
1572,PURWA NEGARA,198,13
1573,PURWAJAYA,168,11
1574,PURWOADI,58,3
1575,PURWOASRI,229,15
1576,PURWODADI,32,2
1577,PURWODADI,37,3
1578,PURWODADI,58,3
1579,PURWODADI,137,9
1580,PURWODADI,150,10
1581,PURWODADI DALAM,30,2
1582,PURWODADI MEKAR,62,4
1583,PURWODADI SIMPANG,29,2
1584,PURWOKENCONO,80,4
1585,PURWOREJO,43,3
1586,PURWOREJO,44,3
1587,PURWOREJO,75,4
1588,PURWOREJO,118,7
1589,PURWOSARI,23,2
1590,PURWOSARI,44,3
1591,PURWOSARI,63,4
1592,PURWOSARI,70,4
1593,PURWOSARI,153,10
1594,PURWOSARI,229,15
1595,PURWOTANI,18,2
1596,PUTIH DOH,149,10
1597,PUTRA AJI I,81,4
1598,PUTRA AJI II,81,4
1599,PUTRA BUYUT,41,3
1600,PUTRA DEWA,190,13
1601,PUTRA LEMPUYANG,59,3
1602,QURNIA MATARAM,53,3
1603,RAJABASA,26,2
1604,RAJABASA,131,8
1605,RAJABASA,147,10
1606,RAJABASA,213,14
1607,RAJABASA BARU,72,4
1608,RAJABASA BATANGHARI,81,4
1609,RAJABASA JAYA,213,14
1610,RAJABASA LAMA,69,4
1611,RAJABASA LAMA I,69,4
1612,RAJABASA LAMA II,69,4
1613,RAJABASA NUNYAI,213,14
1614,RAJABASA PEMUKA,213,14
1615,RAJABASA RAYA,213,14
1616,RAJAWALI,36,3
1617,RAMA DEWA,54,3
1618,RAMA GUNAWAN,54,3
1619,RAMA INDRA,54,3
1620,RAMA KLANDUNGAN,54,3
1621,RAMA MURTI,54,3
1622,RAMA NIRWANA,54,3
1623,RAMA OETAMA,54,3
1624,RAMA PUJA,78,4
1625,RAMA YANA,54,3
1626,RAMAN AJI,78,4
1627,RAMAN ENDRA,78,4
1628,RAMAN FAJAR,78,4
1629,RAMBANG JAYA,203,13
1630,RAMSAI,204,13
1631,RANGAI TRI TUNGGAL,20,2
1632,RANTAU FAJAR,78,4
1633,RANTAU JAYA,191,13
1634,RANTAU JAYA BARU,47,3
1635,RANTAU JAYA ILIR,47,3
1636,RANTAU JAYA MAKMUR,47,3
1637,RANTAU JAYA UDIK,81,4
1638,RANTAU JAYA UDIK II,81,4
1639,RANTAU MINYAK,17,2
1640,RANTAU TEMIANG,191,13
1641,RANTAU TIJANG,143,9
1642,RANTAU TIJANG,159,10
1643,RATA AGUNG,129,8
1644,RATNA CHATON,54,3
1645,RATNA DAYA,78,4
1646,RATU ABUNG,88,5
1647,RATU JAYA,105,5
1648,RAWA BETIK,55,3
1649,RAWA LAUT,206,14
1650,RAWA RAGIL,180,11
1651,RAWA SELAPAN,17,2
1652,RAWAS,133,8
1653,RAWI,25,2
1654,REBANG TINGGI,191,13
1655,REJO ASRI,54,3
1656,REJO BASUKI,54,3
1657,REJO BINANGUN,78,4
1658,REJO BINANGUN,112,6
1659,REJO KATON,78,4
1660,REJO MULYO,24,2
1661,REJO MULYO,75,4
1662,REJO MULYO,114,6
1663,REJO SARI,144,9
1664,REJO SARI,164,10
1665,REJO SARI,177,11
1666,REJOAGUNG,62,4
1667,REJOAGUNG,121,7
1668,REJOMULYO,18,2
1669,REJOMULYO,29,2
1670,REJOMULYO,92,5
1671,REJOMULYO,227,15
1672,REJOSARI,23,2
1673,REJOSARI,98,5
1674,REJOSARI,199,13
1675,REJOSARI MATARAM,53,3
1676,REKSO BINANGUN,48,3
1677,RENGAS,38,3
1678,RENO BASUKI,48,3
1679,RESTU BARU,48,3
1680,RESTU BUANA,48,3
1681,RESTU RAHAYU,78,4
1682,RIAU PRIANGAN,45,3
1683,RIGIS JAYA,1,1
1684,RINGIN JAYA,3,1
1685,RINGIN SARI,13,1
1686,RINGIN SARI,168,11
1687,ROWO REJO,13,1
