id_desa,nama_desa,id_kecamatan,id_kabupaten
1688,ROWOREJO,118,7
1689,RUANG TENGAH,25,2
1690,RUBASA,120,7
1691,RUGUK,21,2
1692,RUKTI BASUKI,48,3
1693,RUKTI ENDAH,54,3
1694,RUKTI HARJO,54,3
1695,RUKTI SEDYO,78,4
1696,RULUNG HELOK,23,2
1697,RULUNG MULYA,23,2
1698,RULUNG RAYA,23,2
1699,RULUNG SARI,23,2
1700,RUMBIH,201,13
1701,SABAH BALAU,29,2
1702,SABUK EMPAT,86,5
1703,SABUK INDAH,86,5
1704,SADAR SRIWIJAYA,61,4
1705,SAKTI BUANA,52,3
1706,SAKTI JAYA,181,12
1707,SAMBIKARTO,79,4
1708,SAMBIREJO,67,4
1709,SAMPANG TURUS,165,10
1710,SANGGA BUANA,60,3
1711,SANGGAR BUANA,52,3
1712,SANGGI,119,7
1713,SANGGI,147,10
1714,SANGGI UNGGAK,147,10
1715,SANGKARAN BHAKTI,193,13
1716,SANGUN RATU,45,3
1717,SAPTO MULYO,43,3
1718,SAPTORENGGO,190,13
1719,SARI JAYA,198,13
1720,SAWAH BREBES,219,14
1721,SAWAH LAMA,219,14
1722,SAWANG BALAK,149,10
1723,SAWOJAJAR,100,5
1724,SAY UMPU,204,13
1725,SEBARUS,2,1
1726,SEDAMPAH INDAH,2,1
1727,SEDAYU,161,10
1728,SEGALA MIDER,45,3
1729,SEGALA MIDER,217,14
1730,SEGARA MIDER,193,13
1731,SEKINCAU,11,1
1732,SEKIPI,93,5
1733,SELAPAN,143,9
1734,SELOREJO,62,4
1735,SELORETNO,27,2
1736,SEMANAK,16,2
1737,SEMARANG JAYA,1,1
1738,SEMULI JAYA,89,5
1739,SEMULI RAYA,89,5
1740,SENDANG AGUNG,50,3
1741,SENDANG AGUNG MATARAM,35,3
1742,SENDANG ASIH,50,3
1743,SENDANG ASRI,50,3
1744,SENDANG AYU,44,3
1745,SENDANG BARU,50,3
1746,SENDANG MUKTI,50,3
1747,SENDANG MULYO,50,3
1748,SENDANG REJO,50,3
1749,SENDANG RETNO,50,3
1750,SEPANG JAYA,210,14
1751,SEPUTIH JAYA,41,3
1752,SERAY,133,8
1753,SERDANG,29,2
1754,SERDANG KURING,190,13
1755,SERUNGKUK,6,1
1756,SERUPA INDAH,201,13
1757,SETIA AGUNG,183,12
1758,SETIA BAKTI,52,3
1759,SETIA BUDI,52,3
1760,SETIA BUMI,183,12
1761,SETIA NEGARA,192,13
1762,SETIA NEGARA,198,13
1763,SETIA TAMA,171,11
1764,SIDANG BANDAR ANOM,111,6
1765,SIDANG GUNUNG TIGA,111,6
1766,SIDANG ISO MUKTI,111,6
1767,SIDANG KURNIA AGUNG,111,6
1768,SIDANG MAKMUR,111,6
1769,SIDANG MUARA JAYA,111,6
1770,SIDANG SIDO RAHAYU,111,6
1771,SIDANG WAY PUJI,111,6
1772,SIDO ARJO,203,13
1773,SIDO KAYO,93,5
1774,SIDO MAKMUR,73,4
1775,SIDO MAKMUR,181,12
1776,SIDO MULYO,46,3
1777,SIDO MULYO,95,5
1778,SIDO RAHAYU,83,4
1779,SIDO WARAS,40,3
1780,SIDOASIH,21,2
1781,SIDODADI,1,1
1782,SIDODADI,10,1
1783,SIDODADI,27,2
1784,SIDODADI,36,3
1785,SIDODADI,37,3
1786,SIDODADI,76,4
1787,SIDODADI,79,4
1788,SIDODADI,104,5
1789,SIDODADI,122,7
1790,SIDODADI,123,7
1791,SIDODADI,141,9
1792,SIDODADI,143,9
1793,SIDODADI,161,10
1794,SIDODADI,177,11
1795,SIDODADI,208,14
1796,SIDODADI ASRI,18,2
1797,SIDOHARJO,18,2
1798,SIDOHARJO,31,2
1799,SIDOHARJO,49,3
1800,SIDOHARJO,144,9
1801,SIDOHARJO,153,10
1802,SIDOHARJO,177,11
1803,SIDOKATON,150,10
1804,SIDOKERTO,40,3
1805,SIDOLUHUR,21,2
1806,SIDOLUHUR,37,3
1807,SIDOMAKMUR,31,2
1808,SIDOMAKMUR,177,11
1809,SIDOMEKAR,20,2
1810,SIDOMEKAR,171,11
1811,SIDOMUKTI,30,2
1812,SIDOMUKTI,79,4
1813,SIDOMUKTI,92,5
1814,SIDOMUKTI,171,11
1815,SIDOMULYO,10,1
1816,SIDOMULYO,27,2
1817,SIDOMULYO,37,3
1818,SIDOMULYO,79,4
1819,SIDOMULYO,107,5
1820,SIDOMULYO,108,6
1821,SIDOMULYO,118,7
1822,SIDOMULYO,146,10
1823,SIDOMULYO,161,10
1824,SIDOMULYO,162,10
1825,SIDOMULYO,177,11
1826,SIDORAHAYU,89,5
1827,SIDOREJO,13,1
1828,SIDOREJO,27,2
1829,SIDOREJO,37,3
1830,SIDOREJO,80,4
1831,SIDOREJO,162,10
1832,SIDORENO,31,2
1833,SIDOSARI,17,2
1834,SIDOSARI,23,2
1835,SIDOWALUYO,27,2
1836,SILIWANGI,145,9
1837,SIMBAR WARINGIN,58,3
1838,SIMPANG AGUNG,51,3
1839,SIMPANG AGUNG,85,5
1840,SIMPANG ASAM,191,13
1841,SIMPANG BAYUR,147,10
1842,SIMPANG KANAN,162,10
1843,SIMPANG MESUJI,112,6
1844,SIMPANG PEMATANG,112,6
1845,SIMPANG SARI,14,1
1846,SIMPANG TIGA,202,13
1847,SINAR AGUNG,159,10
1848,SINAR BANDUNG,118,7
1849,SINAR BANGUN,147,10
1850,SINAR BANTEN,38,3
1851,SINAR BANTEN,163,10
1852,SINAR BANTEN,164,10
1853,SINAR BARU,145,9
1854,SINAR BARU TIMUR,145,9
1855,SINAR BETUNG,163,10
1856,SINAR GADING,197,13
1857,SINAR GALIH,104,5
1858,SINAR GUNUNG,87,5
1859,SINAR HARAPAN,102,5
1860,SINAR HARAPAN,116,7
1861,SINAR HARAPAN,163,10
1862,SINAR JATI,121,7
1863,SINAR JAWA,146,10
1864,SINAR JAYA,1,1
1865,SINAR JAYA,107,5
1866,SINAR KARYA,22,2
1867,SINAR LAGA,113,6
1868,SINAR LUAS,8,1
1869,SINAR LUAS,37,3
1870,SINAR MANCAK,160,10
1871,SINAR MAS ALAM,99,5
1872,SINAR MULYA,107,5
1873,SINAR MULYA,139,9
1874,SINAR MULYO,160,10
1875,SINAR NEGERI,45,3
1876,SINAR OGAN,29,2
1877,SINAR OGAN,88,5
1878,SINAR PALEMBANG,17,2
1879,SINAR PASEMAH,17,2
1880,SINAR PETIR,148,10
1881,SINAR PETIR,163,10
1882,SINAR REJEKI,18,2
1883,SINAR REJO,42,3
1884,SINAR SARI,42,3
1885,SINAR SAUDARA,165,10
1886,SINAR SEKAMPUNG,146,10
1887,SINAR SEMENDO,163,10
1888,SINAR SEPUTIH,37,3
1889,SINAR WAYA,137,9
1890,SINDANG AGUNG,107,5
1891,SINDANG ANOM,80,4
1892,SINDANG GARUT,123,7
1893,SINDANG MARGA,107,5
1894,SINDANG MARGA,160,10
1895,SINDANG PAGAR,14,1
1896,SINDANG SARI,29,2
1897,SINDANG SARI,98,5
1898,SINGOSARI,163,10
1899,SIRAMAN,76,4
1900,SIRING GADING,126,8
1901,SIRING JAHA,27,2
1902,SIRNA GALIH,164,10
1903,SISWO BINANGUN,52,3
1904,SOPONYONO,165,10
1905,SRENGSEM,212,14
1906,SRI AGUNG,44,3
1907,SRI AGUNG,103,5
1908,SRI BANDUNG,91,5
1909,SRI BASUKI,42,3
1910,SRI BASUKI,52,3
1911,SRI BASUKI,62,4
1912,SRI BASUKI,200,13
1913,SRI BAWONO,60,3
1914,SRI BHAKTI,52,3
1915,SRI BINANGUN,60,3
1916,SRI BUDAYA,60,3
1917,SRI BUSONO,60,3
1918,SRI DADI,42,3
1919,SRI GEDUNG MULYA,114,6
1920,SRI JAYA,103,5
1921,SRI KATON,34,3
1922,SRI KATON,161,10
1923,SRI KENANGA,39,3
1924,SRI KENCONO,39,3
1925,SRI KUNCORO,161,10
1926,SRI MELATI,165,10
1927,SRI MENANTI,1,1
1928,SRI MENANTI,61,4
1929,SRI MENANTI,107,5
1930,SRI MENANTI,198,13
1931,SRI MINOSARI,68,4
1932,SRI MULYO,33,3
1933,SRI MULYO,42,3
1934,SRI MULYO,198,13
1935,SRI NUMPI,195,13
1936,SRI PENDOWO,37,3
1937,SRI PENDOWO,61,4
1938,SRI PURNOMO,42,3
1939,SRI PURNOMO,161,10
1940,SRI RAHAYU,139,9
1941,SRI REJEKI,193,13
1942,SRI REJOSARI,84,4
1943,SRI SAWAHAN,46,3
1944,SRI TANJUNG,113,6
1945,SRI TUNGGAL,194,13
1946,SRI WANGI,84,4
1947,SRI WAY LANGSEP,42,3
1948,SRIBASUKI,98,5
1949,SRIBHAWONO,61,4
1950,SRIDADI,165,10
1951,SRIGADING,68,4
1952,SRIKATON,29,2
1953,SRIKATON,55,3
1954,SRIKATON,137,9
1955,SRIMANGANTEN,160,10
1956,SRIMULYA JAYA,55,3
1957,SRIMULYO,3,1
1958,SRIPENDOWO,21,2
1959,SRITEJO KENCONO,43,3
1960,SRIWEDARI,121,7
1961,SRIWIJAYA,113,6
1962,SRIWIJAYA,203,13
1963,SRIWIJAYA MATARAM,35,3
1964,SRIWUNGU,139,9
1965,SUAK,27,2
1966,SUBAN,22,2
1967,SUBANG JAYA,36,3
1968,SUBIK,91,5
1969,SUBING KARYA,53,3
1970,SUDIMORO,161,10
1971,SUDIMORO BANGUN,161,10
1972,SUKA AGUNG,114,6
1973,SUKA AGUNG,148,10
1974,SUKA AGUNG,194,13
1975,SUKA AGUNG BARAT,148,10
1976,SUKA BANDUNG,163,10
1977,SUKA BANJAR,9,1
1978,SUKA BANJAR,27,2
1979,SUKA BANJAR,130,8
1980,SUKA BANJAR,149,10
1981,SUKA BANJAR,151,10
1982,SUKA BANJAR II UJUNG REMBUN,9,1
1983,SUKA BHAKTI,171,11
1984,SUKA BUMI,163,10
1985,SUKA BUMI,201,13
1986,SUKA JADI,40,3
1987,SUKA JADI,128,8
1988,SUKA JAWA,40,3
1989,SUKA JAYA,10,1
1990,SUKA JAYA,103,5
1991,SUKA JAYA,182,12
1992,SUKA MAJU,9,1
1993,SUKA MAJU,93,5
1994,SUKA MAJU,96,5
1995,SUKA MAJU,108,6
1996,SUKA MAJU,116,7
1997,SUKA MAJU,131,8
1998,SUKA MAJU,164,10
1999,SUKA MAJU,195,13
2000,SUKA MAKMUR,6,1
2001,SUKA MAKMUR,176,11
2002,SUKA MANDIRI,114,6
2003,SUKA MARGA,93,5
2004,SUKA MARGA,126,8
2005,SUKA MARGA,135,8
2006,SUKA MENANTI,95,5
2007,SUKA MERINDU,163,10
2008,SUKA MULYA,10,1
2009,SUKA MULYA,12,1
2010,SUKA MULYA,129,8
2011,SUKA MULYA,159,10
2012,SUKA NEGARA,130,8
2013,SUKA NEGERI,37,3
2014,SUKA NEGERI,126,8
2015,SUKA NEGERI,143,9
2016,SUKA NEGERI,163,10
2017,SUKA NEGERI,196,13
2018,SUKA NEGERI JAYA,163,10
2019,SUKA PURA,14,1
2020,SUKABAKTI,24,2
2021,SUKABANJAR,115,7
2022,SUKABANJAR,156,10
2023,SUKABARU,25,2
2024,SUKABARU,136,8
2025,SUKABUMI,4,1
2026,SUKABUMI,194,13
2027,SUKABUMI,214,14
2028,SUKABUMI INDAH,214,14
2029,SUKACARI,63,4
2030,SUKADADI,115,7
2031,SUKADAMAI,1,1
2032,SUKADAMAI,23,2
2033,SUKADAMAI,151,10
2034,SUKADANA,81,4
2035,SUKADANA,135,8
2036,SUKADANA,194,13
2037,SUKADANA BARU,71,4
2038,SUKADANA ILIR,81,4
2039,SUKADANA ILIR,96,5
2040,SUKADANA JAYA,81,4
2041,SUKADANA SELATAN,81,4
2042,SUKADANA TENGAH,81,4
2043,SUKADANA TIMUR,81,4
2044,SUKADANA UDIK,81,4
2045,SUKADANA UDIK,96,5
2046,SUKADANAHAM,217,14
2047,SUKAJADI,1,1
2048,SUKAJADI,159,10
2049,SUKAJADI,197,13
2050,SUKAJAWA,217,14
2051,SUKAJAWA BARU,217,14
2052,SUKAJAYA,14,1
2053,SUKAJAYA,20,2
2054,SUKAJAYA,25,2
2055,SUKAJAYA,33,3
2056,SUKAJAYA,124,7
2057,SUKAJAYA,161,10
2058,SUKAJAYA LEMPASING,122,7
2059,SUKAJAYA PIDADA,120,7
2060,SUKAJAYA PUNDUH,117,7
2061,SUKAMAJU,27,2
2062,SUKAMAJU,32,2
2063,SUKAMAJU,89,5
2064,SUKAMAJU,120,7
2065,SUKAMAJU,159,10
2066,SUKAMAJU,168,11
2067,SUKAMAJU,222,14
2068,SUKAMANAH,137,9
2069,SUKAMANDI,123,7
2070,SUKAMARA,148,10
2071,SUKAMARGA,13,1
2072,SUKAMARGA,27,2
2073,SUKAMENANTI,208,14
2074,SUKAMENANTI BARU,208,14
2075,SUKAMERNAH,151,10
2076,SUKAMULYA,24,2
2077,SUKAMULYA,107,5
2078,SUKAMULYA,139,9
2079,SUKANANTI,15,1
2080,SUKANEGARA,29,2
2081,SUKANEGARA,37,3
2082,SUKANEGARA,133,8
2083,SUKANEGARA,148,10
2084,SUKAPADANG,149,10
2085,SUKAPURA,28,2
2086,SUKARAJA,4,1
2087,SUKARAJA,15,1
2088,SUKARAJA,24,2
2089,SUKARAJA,26,2
2090,SUKARAJA,115,7
2091,SUKARAJA,149,10
2092,SUKARAJA,151,10
2093,SUKARAJA,161,10
2094,SUKARAJA,205,14
2095,SUKARAJA NUBAN,63,4
2096,SUKARAJA TIGA,71,4
2097,SUKARAME,2,1
2098,SUKARAME,6,1
2099,SUKARAME,120,7
2100,SUKARAME,131,8
2101,SUKARAME,132,8
2102,SUKARAME,163,10
2103,SUKARAME,175,11
2104,SUKARAME,196,13
2105,SUKARAME,215,14
2106,SUKARAME BARU,215,14
2107,SUKARAME II,220,14
2108,SUKARATU,19,2
2109,SUKARATU,141,9
2110,SUKASARI,107,5
2111,SUKATANI,19,2
2112,SUKAWANGI,141,9
2113,SUKAWARINGIN,37,3
2114,SUKO BINANGUN,60,3
2115,SUKO SARI,42,3
2116,SUKOHARJO,79,4
2117,SUKOHARJO,90,5
2118,SUKOHARJO I,145,9
2119,SUKOHARJO II,145,9
2120,SUKOHARJO III,145,9
2121,SUKOHARJO III BARAT,145,9
2122,SUKOHARJO IV,145,9
2123,SUKOHARUM,137,9
2124,SUKORAHAYU,68,4
2125,SUKOREJO,143,9
2126,SUKOSARI,192,13
2127,SUKOYOSO,145,9
2128,SULUSUBAN,51,3
2129,SUMA MUKTI,204,13
2130,SUMANDA,159,10
2131,SUMBER AGUNG,13,1
2132,SUMBER AGUNG,28,2
2133,SUMBER AGUNG,32,2
2134,SUMBER AGUNG,36,3
2135,SUMBER AGUNG,62,4
2136,SUMBER AGUNG,74,4
2137,SUMBER AGUNG,92,5
2138,SUMBER AGUNG,101,5
2139,SUMBER AGUNG,130,8
2140,SUMBER AGUNG,138,9
2141,SUMBER AGUNG,180,11
2142,SUMBER AGUNG,209,14
2143,SUMBER AGUNG MATARAM,53,3
2144,SUMBER ALAM,1,1
2145,SUMBER ARUM,98,5
2146,SUMBER BAHAGIA,52,3
2147,SUMBER BANDUNG,142,9
2148,SUMBER BARU,52,3
2149,SUMBER BARU,191,13
2150,SUMBER FAJAR,52,3
2151,SUMBER HADI,73,4
2152,SUMBER JAYA,18,2
2153,SUMBER JAYA,83,4
2154,SUMBER JAYA,171,11
2155,SUMBER JAYA,182,12
2156,SUMBER KATON,55,3
2157,SUMBER MAKMUR,108,6
2158,SUMBER MAKMUR,168,11
2159,SUMBER MARGA,84,4
2160,SUMBER MULYA,160,10
2161,SUMBER MULYO,162,10
2162,SUMBER NADI,21,2
2163,SUMBER REJEKI,182,12
2164,SUMBER REJEKI,199,13
2165,SUMBER REJEKI MATARAM,35,3
2166,SUMBER REJO,5,1
2167,SUMBER REJO,43,3
2168,SUMBER REJO,62,4
2169,SUMBER REJO,83,4
2170,SUMBER REJO,114,6
2171,SUMBER REJO,184,12
2172,SUMBER REJO,209,14
2173,SUMBER REJO SEJAHTERA,209,14
2174,SUMBER SARI,28,2
2175,SUMBER SARI,44,3
2176,SUMBER SARI,176,11
2177,SUMBER SARI,191,13
2178,SUMBER TANI,87,5
2179,SUMBEREJO,84,4
2180,SUMBEREJO,126,8
2181,SUMBEREJO,141,9
2182,SUMBEREJO,162,10
2183,SUMBERGEDE,79,4
2184,SUMBERJAYA,125,7
2185,SUMBERSARI,79,4
2186,SUMBERSARI,227,15
2187,SUMUR,21,2
2188,SUMUR BANDUNG,84,4
2189,SUMUR BATU,223,14
2190,SUMUR JAYA,132,8
2191,SUMUR KUCING,75,4
2192,SUMUR KUMBANG,19,2
2193,SUMUR PUTRI,221,14
2194,SUMUR TUJUH,165,10
2195,SUNGAI BADAK,108,6
2196,SUNGAI BUAYA,111,6
2197,SUNGAI BURUNG,169,11
2198,SUNGAI CAMBAI,109,6
2199,SUNGAI LANGKA,115,7
2200,SUNGAI LUAR,174,11
2201,SUNGAI NIBUNG,169,11
2202,SUNGAI SIDANG,111,6
2203,SUNGSANG,199,13
2204,SUOH,3,1
2205,SURABAYA,44,3
2206,SURABAYA,208,14
2207,SURABAYA BARU,36,3
2208,SURABAYA ILIR,36,3
2209,SURAKARTA,92,5
2210,SURYA MATARAM,71,4
2211,SUSUNAN BARU,217,14
2212,SWASTIKA BUANA,52,3
2213,TAJIMALELA,19,2
2214,TAJUR,117,7
2215,TALA GENING,155,10
2216,TALANG,221,14
2217,TALANG BARU,27,2
2218,TALANG BATU,109,6
2219,TALANG BERINGIN,160,10
2220,TALANG BOJONG,98,5
2221,TALANG JAWA,22,2
2222,TALANG JAWA,160,10
2223,TALANG JEMBATAN,86,5
2224,TALANG LEBAR,159,10
2225,TALANG MANGGA,197,13
2226,TALANG MULYA,122,7
2227,TALANG PADANG,163,10
2228,TALANG REJO,156,10
2229,TALANG SEPUH,163,10
2230,TALANG WAY SULAN,32,2
2231,TALANGJALI,100,5
2232,TAMAN AGUNG,19,2
2233,TAMAN ASRI,77,4
2234,TAMAN ASRI,192,13
2235,TAMAN BARU,25,2
2236,TAMAN BOGO,77,4
2237,TAMAN CARI,77,4
2238,TAMAN DADI,77,4
2239,TAMAN ENDAH,77,4
2240,TAMAN FAJAR,77,4
2241,TAMAN JAYA,99,5
2242,TAMAN NEGERI,82,4
2243,TAMAN SARI,21,2
2244,TAMAN SARI,49,3
2245,TAMAN SARI,159,10
2246,TAMANSARI,115,7
2247,TAMBAH LUHUR,77,4
2248,TAMBAH REJO BARAT,140,9
2249,TAMBAH SUBUR,82,4
2250,TAMBAHREJO,140,9
2251,TAMBAK JAYA,15,1
2252,TAMBANGAN,119,7
2253,TAMPANG,158,10
2254,TAMPANG MUDA,158,10
2255,TANAH ABANG,96,5
2256,TANGGUL ANGIN,46,3
2257,TANGKAS,197,13
2258,TANGKIT SERDANG,159,10
2259,TANJUNG AGUNG,20,2
2260,TANJUNG AGUNG,122,7
2261,TANJUNG AGUNG,123,7
2262,TANJUNG AGUNG,155,10
2263,TANJUNG AGUNG,159,10
2264,TANJUNG AGUNG,201,13
2265,TANJUNG AGUNG,219,14
2266,TANJUNG AGUNG RAYA,207,14
2267,TANJUNG AJI,73,4
2268,TANJUNG AMAN,99,5
2269,TANJUNG ANOM,57,3
2270,TANJUNG ANOM,156,10
2271,TANJUNG BARU,22,2
2272,TANJUNG BARU,95,5
2273,TANJUNG BARU,164,10
2274,TANJUNG BARU,207,14
2275,TANJUNG BARU TIMUR,95,5
2276,TANJUNG BEGELUNG,160,10
2277,TANJUNG BERINGIN,107,5
2278,TANJUNG BETUAH,149,10
2279,TANJUNG BULAN,197,13
2280,TANJUNG DALAM,141,9
2281,TANJUNG DALAM,195,13
2282,TANJUNG GADING,26,2
2283,TANJUNG GADING,207,14
2284,TANJUNG GUNUNG,160,10
2285,TANJUNG HARAPAN,22,2
2286,TANJUNG HARAPAN,34,3
2287,TANJUNG HARAPAN,52,3
2288,TANJUNG HARAPAN,71,4
2289,TANJUNG HARAPAN,97,5
2290,TANJUNG HARAPAN,99,5
2291,TANJUNG HARAPAN,113,6
2292,TANJUNG HARAPAN,197,13
2293,TANJUNG HARTA,85,5
2294,TANJUNG HERAN,25,2
2295,TANJUNG HERAN,159,10
2296,TANJUNG IMAN,94,5
2297,TANJUNG INTEN,77,4
2298,TANJUNG JATI,129,8
2299,TANJUNG JATI,132,8
2300,TANJUNG JATI,149,10
2301,TANJUNG JATI,156,10
2302,TANJUNG JAYA,24,2
2303,TANJUNG JAYA,102,5
2304,TANJUNG JAYA,157,10
2305,TANJUNG KARANG,206,14
2306,TANJUNG KEMALA,45,3
2307,TANJUNG KEMALA,126,8
2308,TANJUNG KEMALA,159,10
2309,TANJUNG KERAJAN,52,3
2310,TANJUNG KERTA,124,7
2311,TANJUNG KESUMA,77,4
2312,TANJUNG KURUNG,165,10
2313,TANJUNG KURUNG,197,13
2314,TANJUNG MAS JAYA,109,6
2315,TANJUNG MAS MAKMUR,109,6
2316,TANJUNG MAS MULYA,109,6
2317,TANJUNG MAS REJO,109,6
2318,TANJUNG MENANG,109,6
2319,TANJUNG MENANG RAYA,109,6
2320,TANJUNG PANDAN,37,3
2321,TANJUNG QENCONO,82,4
2322,TANJUNG RAJA,107,5
2323,TANJUNG RAJA,149,10
2324,TANJUNG RAJA GIHAM,193,13
2325,TANJUNG RAJA SAKTI,193,13
2326,TANJUNG RATU,20,2
2327,TANJUNG RATU,49,3
2328,TANJUNG RATU,201,13
2329,TANJUNG RATU ILIR,59,3
2330,TANJUNG RAYA,12,1
2331,TANJUNG RAYA,15,1
2332,TANJUNG RAYA,132,8
2333,TANJUNG RAYA,202,13
2334,TANJUNG RAYA,207,14
2335,TANJUNG REJO,45,3
2336,TANJUNG REJO,118,7
2337,TANJUNG REJO,124,7
2338,TANJUNG REJO,126,8
2339,TANJUNG REJO,160,10
2340,TANJUNG REJO,199,13
2341,TANJUNG RIANG,107,5
2342,TANJUNG RUSIA,143,9
2343,TANJUNG RUSIA TIMUR,143,9
2344,TANJUNG SAKTI,129,8
2345,TANJUNG SARI,23,2
2346,TANJUNG SARI,24,2
2347,TANJUNG SARI,113,6
2348,TANJUNG SARI,148,10
2349,TANJUNG SARI,193,13
2350,TANJUNG SENANG,99,5
2351,TANJUNG SENANG,216,14
2352,TANJUNG SERAYAN,108,6
2353,TANJUNG SERUPA,201,13
2354,TANJUNG SETIA,132,8
2355,TANJUNG SIOM,157,10
2356,TANJUNG TIGA,202,13
2357,TANJUNG TIRTO,82,4
2358,TANJUNG WANGI,83,4
2359,TANJUNG WARAS,95,5
2360,TANJUNGAN,20,2
2361,TANJUNGAN,158,10
2362,TANJUNGANOM,138,9
2363,TANJUNGJAYA,37,3
2364,TANJUNGKURUNG LAMA,197,13
2365,TANJUNGMAS,200,13
2366,TANJUNGSARI,3,1
2367,TANJUNGSARI,67,4
2368,TAPAK SIRING,12,1
2369,TARAHAN,20,2
2370,TATA KARYA,90,5
2371,TAWAN SUKA MULYA,9,1
2372,TAWANG NEGERI,45,3
2373,TEBA,156,10
2374,TEBA BUNUK,155,10
2375,TEBA JAWA,116,7
2376,TEBA LIYOKH,4,1
2377,TEBA PERING RAYA,12,1
2378,TEBING,73,4
2379,TEBING KARYA MANDIRI,109,6
2380,TEGAL BINANGUN,162,10
2381,TEGAL GONDO,77,4
2382,TEGAL MUKTI,200,13
2383,TEGAL OMBO,82,4
2384,TEGAL YOSO,77,4
2385,TEGALSARI,140,9
2386,TEGINENENG,157,10
2387,TEJANG PULAU SEBESI,26,2
2388,TEJO AGUNG,228,15
2389,TEJOSARI,228,15
2390,TEKAD,160,10
2391,TELADAS,169,11
2392,TELOGO REJO,111,6
2393,TELOGOREJO,62,4
2394,TELUK BETUNG,221,14
2395,TELUK BRAK,158,10
2396,TELUK DALEM,72,4
2397,TELUK DALEM ILIR,48,3
2398,TEMBAKAK WAY SINDI,127,8
2399,TEMBELANG,3,1
2400,TEMPEL REJO,116,7
2401,TEMPURAN,58,3
2402,TENGKUJUH,19,2
2403,TENGOR,149,10
2404,TERANG BUMI AGUNG,183,12
2405,TERANG MAKMUR,183,12
2406,TERANG MULYA,183,12
2407,TERATAS,154,10
2408,TERBANGGI AGUNG,41,3
2409,TERBANGGI BESAR,56,3
2410,TERBANGGI ILIR,35,3
2411,TERBANGGI MULYA,35,3
2412,TERBANGGI SUBING,41,3
2413,TERBANGI MARGA,81,4
2414,TERBAYA,154,10
2415,TERDANA,154,10
2416,TETAAN,25,2
2417,TIAS BANGUN,45,3
2418,TIGA JAYA,11,1
2419,TIMBULREJO,37,3
2420,TIROM,158,10
2421,TIRTA KENCANA,186,12
2422,TIRTA MAKMUR,186,12
2423,TIRTALAGA,108,6
2424,TITIWANGI,17,2
2425,TIUH BALAK,192,13
2426,TIUH BALAK II,196,13
2427,TIUH BALAK PASAR,192,13
2428,TIUH BALAK SATU,192,13
2429,TIUH BARU,200,13
2430,TIUH MEMON,159,10
2431,TIUH TOHOU,173,11
2432,TOBA,80,4
2433,TOTO HARJO,77,4
2434,TOTO KATON,46,3
2435,TOTO KATON,181,12
2436,TOTO MAKMUR,181,12
2437,TOTO MULYO,82,4
2438,TOTO MULYO,183,12
2439,TOTO PROJO,82,4
2440,TOTO WONODADI,181,12
2441,TOTOHARJO,16,2
2442,TOTOKARTO,137,9
2443,TRANS TANJUNGAN,20,2
2444,TRI DHARMA WIRA JAYA,166,11
2445,TRI DHARMA YOGA,21,2
2446,TRI JAYA,177,11
2447,TRI KARYA MULYA,113,6
2448,TRI MAKMUR JAYA,174,11
2449,TRI MEKAR JAYA,3,1
2450,TRI MUKTI JAYA,166,11
2451,TRI MULYA JAYA,166,11
2452,TRI RAHAYU,118,7
2453,TRI REJO MULYO,177,11
2454,TRI TUNGGAL,83,4
2455,TRI TUNGGAL JAYA,114,6
2456,TRI TUNGGAL JAYA,166,11
2457,TRI TUNGGAL JAYA,168,11
2458,TRI TUNGGAL JAYA,177,11
2459,TRI TUNGGAL JAYA,182,12
2460,TRIBUDI MAKMUR,8,1
2461,TRIBUDI SYUKUR,8,1
2462,TRIHARJO,22,2
2463,TRIKARYA,177,11
2464,TRIMODADI,88,5
2465,TRIMOMUKTI,17,2
2466,TRIMULYO,7,1
2467,TRIMULYO,29,2
2468,TRIMULYO,79,4
2469,TRIMULYO,119,7
2470,TRIMULYO,121,7
2471,TRIMULYO MATARAM,53,3
2472,TRIMURJO,58,3
2473,TRISINAR,71,4
2474,TRISNOMAJU,118,7
2475,TRISNOMULYO,63,4
2476,TRITUNGGAL MULYA,137,9
2477,TUGU MULYA,8,1
2478,TUGU PAPAK,161,10
2479,TUGU REJO,161,10
2480,TUGU SARI,14,1
2481,TUGURATU,13,1
2482,TULANG BAWANG,190,13
2483,TULANG BAWANG BARU,96,5
2484,TULANG KAKAN,40,3
2485,TULUNG AGUNG,140,9
2486,TULUNG ASAHAN,161,10
2487,TULUNG BALAK,63,4
2488,TULUNG BALAK,107,5
2489,TULUNG BAMBAN,132,8
2490,TULUNG BUYUT,97,5
2491,TULUNG PASIK,72,4
2492,TULUNG SARI,147,10
2493,TULUNG SINGKIP,94,5
2494,TULUSREJO,76,4
2495,TUNAS ASRI,186,12
2496,TUNAS JAYA,182,12
2497,TUNGGAL WARGA,166,11
2498,TUNGGUL PAWENANG,137,9
2499,TURGAK,6,1
2500,UJUNG,9,1
2501,UJUNG GUNUNG,173,11
2502,UJUNG GUNUNG ILIR,173,11
2503,ULAK ATA,107,5
2504,ULAK RENGAS,93,5
2505,ULOK MANIK,132,8
2506,ULOK MUKTI,130,8
2507,ULU KRUI,136,8
2508,ULU SEMONG,164,10
2509,UMAN AGUNG MATARAM,35,3
2510,UMBAR,152,10
2511,UMBUL BUAH,156,10
