id_SMA,nama_SMA,id_kabupaten
668,SMAN 1 SUKADANA,4
669,SMAN 1 SUKAU,1
670,SMAN 1 SUKOHARJO,10
671,SMAN 1 SUMBER JAYA,1
672,SMAN 1 SUMBEREJO,10
673,SMAN 1 SUNGKAI SELATAN,5
674,SMAN 1 SUNGKAI UTARA,5
675,SMAN 1 SUOH,1
676,SMAN 1 TALANG PADANG,10
677,SMAN 1 TANJUNG BINTANG,2
678,SMAN 1 TANJUNG RAJA,5
679,SMAN 1 TANJUNG RAYA,6
680,SMAN 1 TANJUNG RAYA,11
681,SMAN 1 TEGINENENG,7
682,SMAN 1 TERBANGGI BESAR,3
683,SMAN 1 TERUSAN NUNYAI,3
684,SMAN 1 TRIMURJO,3
685,SMAN 1 TULANG BAWANG TENGAH,11
686,SMAN 1 TULANG BAWANG UDIK,11
687,SMAN 1 TUMIJAJAR,11
688,SMAN 1 WAWAY KARYA,4
689,SMAN 1 WAY JEPARA,4
690,SMAN 1 WAY KHILAU,7
691,SMAN 1 WAY LIMA,7
692,SMAN 1 WAY PENGUBUAN,3
693,SMAN 1 WAY SERDANG,6
694,SMAN 1 WAY SERDANG,11
695,SMAN 1 WAY TENONG,1
696,SMAN 1 WAY TUBA,13
697,SMAN 1 WONOSOBO,10
698,SMAN 1 KOTA AGUNG,10
699,SMAN 1 KOTA GAJAH,3
700,SMAN 1 PADANG CERMIN,2
701,SMAN 10 BANDAR LAMPUNG,14
702,SMAN 11 BANDAR LAMPUNG,14
703,SMAN 12 BANDAR LAMPUNG,14
704,SMAN 13 BANDAR LAMPUNG,14
705,SMAN 14 BANDAR LAMPUNG,14
706,SMAN 15 BANDAR LAMPUNG,14
707,SMAN 16 BANDAR LAMPUNG,14
708,SMAN 17 BANDAR LAMPUNG,14
709,SMAN 2 GEDONG TATAAN,7
710,SMAN 2 KALIANDA,2
711,SMAN 2 KOTABUMI,5
712,SMAN 2 MENGGALA,11
713,SMAN 2 METRO,15
714,SMAN 2 NEGERI BESAR,13
715,SMAN 2 NEGERI KATON,7
716,SMAN 2 PADANG CERMIN,7
717,SMAN 2 PRINGSEWU,10
718,SMAN 2 PUNDUH PEDADA,7
719,SMAN 2 SEKAMPUNG,4
720,SMAN 2 SIMPANG PEMATANG,6
721,SMAN 2 SUMBER JAYA,1
722,SMAN 2 TEGINENENG,7
723,SMAN 2 TUMIJAJAR,11
724,SMAN 2 WAY SERDANG,6
725,SMAN 2 WAY TENONG,1
726,SMAN 2 KOTA AGUNG,10
727,SMAN 3 KOTABUMI,5
728,SMAN 3 METRO,15
729,SMAN 4 KOTABUMI,5
730,SMAN 4 METRO,15
731,SMAN 5 METRO,15
732,SMAN WIRALAGA KABUPATEN MESUJI,6
733,SMAN.1 NGAMBUR,1
734,SMAS ASYAFI YAH,8
735,SMAS BINA ISLAMI,8
736,SMAS DHARMA ASIH WATES,7
737,SMAS DWI MULYA,7
738,SMAS MUHAMMADIYAH,13
739,SMAS MUHAMMADIYAH TEGINENENG,7
740,SMAS PAHAWANG,7
741,SMAS PGRI 01 PADANG CERMIN,7
742,SMAS PGRI KRUI,8
743,SMAS TAMAN SISWA,7
744,SMK 1 KOTAAGUNG,10
745,SMK 1 SWADIPHA NATAR,2
746,SMK 17 CANDIPURO,2
747,SMK 2 MEI,14
748,SMK 2 SWADIPHA NATAR,2
749,SMK 96 BUKIT KEMUNING,5
750,SMK A. WAHID HASYIM TEBUIRENG 12,12
751,SMK AL AZHAR,11
752,SMK AL IMAN I BANJAR AGUNG,11
753,SMK AL IMAN II BANJAR AGUNG,11
754,SMK AL KAUTSAR ADILUWIH,9
755,SMK AL MA`ARIF,13
756,SMK AL-FAJAR KASUI,13
757,SMK ALHUDA JATI AGUNG,2
758,SMK AL-IKHLAS,1
759,SMK AL-MAARIF,10
760,SMK AMAL BHAKTI JATI AGUNG,2
761,SMK ARJUNA,14
762,SMK BAKAEHENI (SMEA),2
763,SMK BAKAUHENI PENENGAHAN,2
764,SMK BHAKTI ANGKASA 1,5
765,SMK BHAKTI ANGKASA 3,5
766,SMK BHAKTI PEMUDA,2
767,SMK BHAKTI UTAMA,14
768,SMK BHIMA SAKTI WAY JEPARA,4
769,SMK BHINNEKA,14
770,SMK BIMA SAKTI,4
771,SMK BINA LATIH KARYA,14
772,SMK BINA MULYA,14
773,SMK BINTARA SIDOMULYO,2
774,SMK BPK PENABUR,14
775,SMK BUANA BANDAR SRIBAWONO,4
776,SMK BUDI BAKTI 1 PURBOLINGGO,4
777,SMK BUDI BAKTI 3 PURBOLINGGO,4
778,SMK BUDI UTOMO,3
779,SMK BUDI UTOMO 1 WAY JEPARA,4
780,SMK BUDI UTOMO 2 WAY JEPARA,4
781,SMK BUDIKARYA NATAR,2
782,SMK CAHYA KARTIKA,2
783,SMK DARUL AMAL METRO,15
784,SMK DARUN NAJAH,4
785,SMK DAYA BHINA,3
786,SMK DHARMA AGUNG,3
787,SMK DHARMA PALA,14
788,SMK DHARMA UTAMA,11
789,SMK DHARMA UTAMA,14
790,SMK DINAMIKA,5
791,SMK DIPASENA,11
792,SMK DIPONEGORO,2
793,SMK DUTA NUSANTARA,12
794,SMK DWI PANGGA BANDAR LAMPUNG,14
795,SMK ESA KENCANA GEDUNG AJI BARU,11
796,SMK GAJAH MADA,14
797,SMK GAJAH TUNGGAL,15
798,SMK GANESA METRO,15
799,SMK GANESHA 1 SEKAMPUNG,4
800,SMK GANESHA 2 SEKAMPUNG,4
801,SMK GUNA DHARMA,14
802,SMK HANG TUAH,5
803,SMK HARAPAN JAYA,5
804,SMK HIDAYATUL MUFTADIIN,6
805,SMK HMPTI,11
806,SMK ISLAM AL IMAM 2,11
807,SMK ISLAM MA`ARIF 1 SENDANG AGUNG,3
808,SMK ISLAM YPI 2 WAY JEPARA,4
809,SMK KARTIKATAMA 1 METRO,15
810,SMK KARTIKATAMA 2 METRO,15
811,SMK KARYA BAKTI TULANG BAWANG TENGAH,11
812,SMK KARYA DHARMA 1 ABUNG SELATAN,5
813,SMK KARYA DHARMA 2 ABUNG SELATAN,5
814,SMK KARYA WIYATA PUNGGUR,3
815,SMK KAUTSAR KARANG PUCUNG,2
816,SMK KOSGORO PENAWARTAMA,11
817,SMK KOSGORO SRIBAWONO,4
818,SMK KP GAJAHMADA 01 METRO,15
819,SMK KP GAJAHMADA 02 METRO,15
820,SMK KRIDA WACANA,3
821,SMK KRIDA WISATA,14
822,SMK KRIDA WIYATA TERBANGGI BESAR,3
823,SMK MA ARIF 2 PRINGSEWU,9
824,SMK MA ARIF PRINGSEWU,9
825,SMK MA ARIF SUKOHARJO,9
826,SMK MA`ARIF 1 KALIREJO,3
827,SMK MA`ARIF 1 PADANG RATU,3
828,SMK MA`ARIF PENAWAJA,4
829,SMK MA`ARIF PURBOLINGGO,4
830,SMK MA'ARIF 1 METRO,15
831,SMK MAARIF 3 PESAWARAN,7
832,SMK MAARIF KEPUTRAN,9
833,SMK MAKARTITAMA BANJAR MARGO,11
834,SMK MIFTAHUL ULUM BANDAR MATARAM,3
835,SMK MINHAJUTH THULLAB AL AMIN,6
836,SMK MMT RAWAJITU SELATAN,11
837,SMK MUH 1 SEKAMPUNG UDIK,4
838,SMK MUH MARGA TIGA,4
839,SMK MUH WAY BUNGUR,4
840,SMK MUH. GUNUNG AGUNG,11
841,SMK MUH. GUNUNG TERANG,11
842,SMK MUH. LAMBU KIBANG,11
843,SMK MUHAMMADIYAH,1
844,SMK MUHAMMADIYAH 1,14
845,SMK MUHAMMADIYAH 1 KALIREJO,3
846,SMK MUHAMMADIYAH 1 METRO,15
847,SMK MUHAMMADIYAH 1 PUBIAN,3
848,SMK MUHAMMADIYAH 1 SEPUTIH BANYAK,3
849,SMK MUHAMMADIYAH 1 TERBANGGI BESAR,3
850,SMK MUHAMMADIYAH 1 TUMIJAJAR,11
851,SMK MUHAMMADIYAH 1 WAYSULAN,2
852,SMK MUHAMMADIYAH 2,14
853,SMK MUHAMMADIYAH 2 KALIREJO,3
854,SMK MUHAMMADIYAH 2 METRO,15
855,SMK MUHAMMADIYAH 3 METRO,15
856,SMK MUHAMMADIYAH AMBARAWA,10
857,SMK MUHAMMADIYAH BUKIT KEMUNING,5
858,SMK MUHAMMADIYAH GEDUNG TATAAN,2
859,SMK MUHAMMADIYAH GISTING,10
860,SMK MUHAMMADIYAH I 1 RUMBIA,3
861,SMK MUHAMMADIYAH I KALIANDA,2
862,SMK MUHAMMADIYAH KOTAGUNG,10
863,SMK MUHAMMADIYAH SEPUTIH RAMAN,3
864,SMK MUHAMMADIYAH TALANG PADANG,10
865,SMK MUHAMMADYAH 1 KOTABUMI,5
866,SMK MUTIARA 1 NATAR,2
867,SMK MUTIARA 2 NATAR,2
868,SMK N1 KETAPANG,2
869,SMK NASIONAL,3
870,SMK NASIONAL,11
871,SMK NASIONAL KOTABUMI,5
872,SMK NEGERI 1 BENGKUNAT BELIMBING,8
873,SMK NEGERI 1 KRUI,8
874,SMK NEGERI 1 WAY KENANGA,12
875,SMK NEGERI 1 WAY SERDANG,6
876,SMK NEGERI 2 TANJUNG RAYA,6
877,SMK NEGERI NATAR,2
878,SMK NEGERI PAGELARAN UTARA,9
879,SMK NEGERI TANJUNGSARI,2
880,SMK NURUL FALAH PUGUNG,10
881,SMK NUSANTARA,7
882,SMK NUSANTARA,11
883,SMK NUSANTARA 1 KOTABUMI,5
884,SMK NUSANTARA 2 KOTABUMI,5
885,SMK PANCAKRIDA KALIREJO,3
886,SMK PANCASILA SUKADANA,4
887,SMK PANGUDI LUHUR,3
888,SMK PARAMARTA 2,3
889,SMK PARAMARTA 3 SEPUTIH BANYAK,3
890,SMK PATRIOT BANGSA SIMPANG PEMATANG,11
891,SMK PELITA AGUNG TUMIJAJAR,11
892,SMK PELITA BANGUNREJO,3
893,SMK PELITA GEDONG TATAAN,2
894,SMK PELITA MADANI PRINGSEWU,9
895,SMK PEMBANGUNAN KALIANDA,2
896,SMK PENDOWO DAYASAKTI,11
897,SMK PERSADA,14
898,SMK PESANTREN NURUL ISLAM,2
899,SMK PGRI 1 BANDAR LAMPUNG,14
900,SMK PGRI 1 KOTABUMI,5
901,SMK PGRI 1 LABUHAN RATU,4
902,SMK PGRI 1 PASIR SAKTI,4
903,SMK PGRI 1 PRINGSEWU,10
904,SMK PGRI 1 PUNGGUR,3
905,SMK PGRI 1 SEKAMPUNG,4
906,SMK PGRI 1 TERBANGGI BESAR,3
907,SMK PGRI 2 BANDAR LAMPUNG,14
908,SMK PGRI 2 KEDONDONG,2
909,SMK PGRI 2 PRINGSEWU,10
910,SMK PGRI 2 TERBANGGI BESAR,3
911,SMK PGRI 4 BANDAR LAMPUNG,14
912,SMK PGRI KEDONDONG,2
913,SMK PGRI WONOSOBO,10
914,SMK PONPES ASUNIYAH,11
915,SMK PRABA ABUNG SELATAN,5
916,SMK PRAJA UTAMA,4
917,SMK PUGUNG,10
918,SMK RASMAN MULYA,2
919,SMK RAUDATUL HUDA,3
920,SMK S WAHID HUSADA MADANI,12
921,SMK SATRIA BAHARI,14
922,SMK SATU JUNI METRO,15
923,SMK SATU NUSA 1,14
924,SMK SATU NUSA 2,14
925,SMK SATU NUSA 3,14
926,SMK SETIA BHAKTI,11
927,SMK SURYA DHARMA,14
928,SMK SWASTA BINTANG SEMBILAN,6
929,SMK TARUNA,14
930,SMK TARUNA BUMI METRO,15
931,SMK TELKOM LAMPUNG,9
932,SMK TELUK SEMANGKA,10
933,SMK TRI LAGA UTAMA,6
934,SMK TRI SAKTI,14
935,SMK TRIKORA,2
936,SMK TUNAS WIYATA,13
937,SMK UTAMA,3
938,SMK UTAMA,14
939,SMK WIDYA YAHYA,10
940,SMK WIRATAMA,3
941,SMK WIYATA KARYA,2
942,SMK YADIKA NATAR,2
943,SMK YADIKA PAGELARAN,9
944,SMK YADITAMA,2
945,SMK YAGSMI,14
946,SMK YAGSMI KOTABUMI,5
947,SMK YAPENA,14
948,SMK YAPRI KALIANDA,2
949,SMK YOS SUDARSO,3
950,SMK YOS SUDARSO,4
951,SMK YP 17 BARADATU,13
952,SMK YP 57,14
953,SMK YP SERDANG,2
954,SMK YP. 96,5
955,SMK YPI JATIBARU,2
956,SMK YPI SEPUTIH MATARAM,3
957,SMK YPIB TUMIJAJAR,12
958,SMK YPPL PANJANG,14
959,SMK TAMAN KARYA,14
960,SMK TAMAN KARYA (TEKNIK OTOMOTIF),14
961,SMK TAMAN SISWA,14
962,SMKI SUNAN MURIA,7
963,SMKN 1 ABUNG SELATAN,5
964,SMKN 1 BAHUGA,13
965,SMKN 1 BANDAR LAMPUNG,14
966,SMKN 1 BANJIT,13
967,SMKN 1 BARADATU,13
968,SMKN 1 BUAY BAHUGA,13
969,SMKN 1 BUNGA MAYANG,5
970,SMKN 1 GADINGREJO,9
971,SMKN 1 GEDONG TATAAN,7
972,SMKN 1 GEDUNG AJI,11
973,SMKN 1 GUNUNG AGUNG,12
974,SMKN 1 HULU SUNGKAI,5
975,SMKN 1 KALIANDA,2
976,SMKN 1 KETAPANG,2
977,SMKN 1 KOTABUMI,5
978,SMKN 1 LIWA,1
979,SMKN 1 MENGGALA,11
980,SMKN 1 MESUJI TIMUR,6
981,SMKN 1 METRO,15
982,SMKN 1 NEGERI AGUNG,13
983,SMKN 1 NEGERI BESAR,13
984,SMKN 1 NEGERI KATON,7
985,SMKN 1 NGAMBUR,8
986,SMKN 1 PANCA JAYA,6
987,SMKN 1 PENAWARTAMA,11
988,SMKN 1 RAWA PITU,11
989,SMKN 1 RAWAJITU SELATAN,11
990,SMKN 1 RAWAJITU TIMUR,11
991,SMKN 1 RAWAJITU UTARA,6
992,SMKN 1 SEPUTIH AGUNG,3
993,SMKN 1 SIMPANG PEMATANG,6
994,SMKN 1 SIMPANG PEMATANG,11
995,SMKN 1 SUKADANA,4
996,SMKN 1 SUKOHARJO,10
997,SMKN 1 SUMBER JAYA,1
998,SMKN 1 SUOH,1
999,SMKN 1 TALANG PADANG,10
1000,SMKN 1 TANJUNG RAYA,6
1001,SMKN 1 TEGINENENG,7
1002,SMKN 1 TERBANGGI BESAR,3
1003,SMKN 1 TULANG BAWANG TENGAH,11
1004,SMKN 1 TULANG BAWANG TENGAH,12
1005,SMKN 1 WAY BUNGUR,4
1006,SMKN 1 WAY TENONG,1
1007,SMKN 2 BANDAR LAMPUNG,14
1008,SMKN 2 KALIANDA,2
1009,SMKN 2 KOTABUMI,5
1010,SMKN 2 METRO,15
1011,SMKN 2 TERBANGGI BESAR,3
1012,SMKN 3 BANDAR LAMPUNG,14
1013,SMKN 3 KOTABUMI,5
1014,SMKN 3 METRO,15
1015,SMKN 3 TERBANGGI BESAR,3
1016,SMKN 4 BANDAR LAMPUNG,14
1017,SMKN 5 BANDAR LAMPUNG,14
1018,SMKN 6 BANDAR LAMPUNG,14
1019,SMKN BLAMBANGAN UMPU,13
1020,SMKN PADANG CERMIN,7
1021,SMKN PELAYARAN PESISIR TENGAH,1
1022,SMKN PENAWARTAMA,11
1023,SMKN PENENGAHAN,2
1024,SMKN SPP LAMPUNG,7
1025,SMKN SUKOHARJO,9
1026,SMKN PADANG CERMIN,2
1027,SMKN. 1 GADINGREJO,10
1028,SMKS 17 SUKOHARJO,9
1029,SMKS 2 MEI 87 PRINGSEWU,9
1030,SMKS AL FALAH,6
1031,SMKS AL-MAARIF PARDASUKA,10
1032,SMKS ASSUNIYAH,12
1033,SMKS BAHRUL MAGHFIROH,9
1034,SMKS BHAKTI GISTING,10
1035,SMKS BHINEKA KARYA GUNUNG AGUNG,12
1036,SMKS BINA MANDIRI GUNUNG TERANG,12
1037,SMKS BUANA GUNUNG TERANG,12
1038,SMKS BUDI UTAMA PRINGSEWU,9
1039,SMKS BUMI NUSANTARA,10
1040,SMKS DARURROHMAN,12
1041,SMKS DHARMA UTAMA,6
1042,SMKS ERLANGGA,10
1043,SMKS ISLAM ADILUWIH,9
1044,SMKS KARYA BHAKTI PRINGSEWU,9
1045,SMKS KARYA BHAKTI TULANG BAWANG TENGAH,12
1046,SMKS KESEHATAN PERSADA ABADI,12
1047,SMKS KH GHALIB PRINGSEWU,9
1048,SMKS KOTA TERPADU MANDIRI,6
1049,SMKS MA ARIF BANYUMAS,9
1050,SMKS MA`ARIF 1 SEMAKA,10
1051,SMKS MAARIF AMBARAWA,9
1052,SMKS MINHADLUL ULUM,7
1053,SMKS MUHAMMADDIYAH GEDONG TATAAN,7
1054,SMKS MUHAMMADIYAH 1 PRINGSEWU,9
1055,SMKS MUHAMMADIYAH AGUNG BATIN,6
1056,SMKS MUHAMMADIYAH AMBARAWA,9
1057,SMKS MUHAMMADIYAH GUNUNG AGUNG,12
1058,SMKS MUHAMMADIYAH KRUI,8
1059,SMKS MUHAMMADIYAH LAMBU KIBANG,12
1060,SMKS MUHAMMADIYAH PAGELARAN,9
1061,SMKS MUHAMMADIYAH PANCA WARNA,6
1062,SMKS MUHAMMADIYAH TUMIJAJAR,12
1063,SMKS NASIONAL GUNUNG TERANG,12
1064,SMKS NURUL HUDA PRINGSEWU,9
1065,SMKS PATRIA GADINGREJO,9
1066,SMKS PATRIA GADINGREJO,10
1067,SMKS PATRIOT BANGSA,6
1068,SMKS PELITA AGUNG TUMIJAJAR,12
1069,SMKS PELITA GEDONG TATAAN,7
1070,SMKS PENDOWO TUMIJAJAR,12
1071,SMKS PGRI 1 KEDONDONG,7
1072,SMKS PGRI 1 PRINGSEWU,9
1073,SMKS PGRI 1 TALANG PADANG,10
1074,SMKS PGRI 2 KEDONDONG,7
1075,SMKS PGRI 2 PRINGSEWU,9
1076,SMKS PGRI KOTA AGUNG,10
1077,SMKS SETIA BHAKTI,6
1078,SMKS TARUNA,9
1079,SMKS TARUNA JAYA,12
1080,SMKS TEKNIKA GRAFIKA KARTIKA,9
1081,SMKS WIDYA YAHYA GADINGREJO,9
1082,SMKS WIRA BHAKTI AMBARAWA,9
1083,SMKS YAMACO KATON,7
1084,SMKS YAPEMA GADINGREJO,9
1085,SMKS YAPEMA GADINGREJO,10
1086,SMKS YAPEMI PAGELARAN,9
1087,SMKS YASMIDA,9
1088,SMKS YPP PADANGCERMIN,7
1089,SMKS YPT PRINGSEWU,9
1090,SMKS. 17 SUKOHARJO,10
1091,SMKS. 2 MEI PRINGSEWU,10
1092,SMKS. BUDI UTAMA,10
1093,SMKS. FATAHILLAH GADINGREJO,10
1094,SMKS. ISLAM ADILUWIH,10
1095,SMKS. KARYA BHAKTI,10
1096,SMKS. KH. GHOLIB PRINGSEWU,10
1097,SMKS. MUH. PRINGSEWU,10
1098,SMKS. PELITA PRINGSEWU,10
1099,SMKS. PGRI. 2 PRING SEWU,10
1100,SMKS. WIRA BHAKTI,10
1101,SMKS. YPT. PRINGSEWU,10
